"business_date","hour_of_day","dining_unit_id","actual_demand","actual_staff_count","baseline_demand_forecast","event_adjusted_forecast","recommended_staff_count"
2024-08-29,15,3,105,5,99.3333333333333333,99.33,5
2024-08-29,15,4,61,3,74.6666666666666667,74.67,4
2024-08-29,16,1,100,5,76.6666666666666667,76.67,4
2024-08-29,16,2,21,3,42.6666666666666667,42.67,3
2024-08-29,16,3,102,5,90.6666666666666667,90.67,5
2024-08-29,16,4,46,3,58.0000000000000000,58.00,3
2024-08-29,17,1,104,5,98.3333333333333333,98.33,5
2024-08-29,17,2,104,5,53.3333333333333333,53.33,3
2024-08-29,17,3,68,3,73.6666666666666667,73.67,4
2024-08-29,17,4,102,5,100.6666666666666667,100.67,6
2024-08-29,18,1,39,3,46.6666666666666667,46.67,3
2024-08-29,18,2,106,5,81.3333333333333333,81.33,5
2024-08-29,18,3,51,3,81.3333333333333333,81.33,5
2024-08-29,18,4,61,3,57.0000000000000000,57.00,3
2024-08-29,19,1,111,5,79.6666666666666667,79.67,4
2024-08-29,19,2,67,3,84.0000000000000000,84.00,5
2024-08-29,19,3,24,3,70.6666666666666667,70.67,4
2024-08-29,19,4,118,5,83.6666666666666667,83.67,5
2024-08-29,20,1,38,3,75.0000000000000000,75.00,4
2024-08-29,20,2,74,3,81.3333333333333333,81.33,5
2024-08-29,20,3,37,3,44.0000000000000000,44.00,3
2024-08-29,20,4,31,3,28.0000000000000000,28.00,2
2024-08-29,21,1,116,5,61.0000000000000000,61.00,4
2024-08-29,21,2,57,3,95.3333333333333333,95.33,5
2024-08-29,21,3,28,3,58.3333333333333333,58.33,3
2024-08-29,21,4,117,5,102.3333333333333333,102.33,6
2024-08-29,22,1,58,3,84.3333333333333333,84.33,5
2024-08-29,22,2,82,4,83.0000000000000000,83.00,5
2024-08-29,22,3,89,4,83.6666666666666667,83.67,5
2024-08-29,22,4,51,3,64.3333333333333333,64.33,4
2024-08-29,23,1,43,3,49.3333333333333333,49.33,3
2024-08-29,23,2,37,3,68.6666666666666667,68.67,4
2024-08-29,23,3,106,5,87.6666666666666667,87.67,5
2024-08-29,23,4,83,4,66.6666666666666667,66.67,4
2024-08-30,0,1,42,3,64.3333333333333333,64.33,4
2024-08-30,0,2,43,3,67.0000000000000000,67.00,4
2024-08-30,0,3,114,5,82.6666666666666667,82.67,5
2024-08-30,0,4,91,4,98.3333333333333333,98.33,5
2024-08-30,1,1,104,5,82.3333333333333333,82.33,5
2024-08-30,1,2,79,3,83.0000000000000000,83.00,5
2024-08-30,1,3,92,4,84.3333333333333333,84.33,5
2024-08-30,1,4,59,3,87.6666666666666667,87.67,5
2024-08-30,2,1,38,3,84.3333333333333333,84.33,5
2024-08-30,2,2,80,4,63.0000000000000000,63.00,4
2024-08-30,2,3,54,3,66.6666666666666667,66.67,4
2024-08-30,2,4,85,4,76.0000000000000000,76.00,4
2024-08-30,3,1,112,5,86.3333333333333333,86.33,5
2024-08-30,3,2,84,4,81.6666666666666667,81.67,5
2024-08-30,3,3,105,5,85.3333333333333333,85.33,5
2024-08-30,3,4,52,3,67.0000000000000000,67.00,4
2024-08-30,4,1,21,3,71.3333333333333333,71.33,4
2024-08-30,4,2,52,3,59.0000000000000000,59.00,3
2024-08-30,4,3,59,3,49.0000000000000000,49.00,3
2024-08-30,4,4,101,5,106.6666666666666667,106.67,6
2024-08-30,5,1,106,5,90.6666666666666667,90.67,5
2024-08-30,5,2,34,3,62.0000000000000000,62.00,4
2024-08-30,5,3,101,5,63.3333333333333333,63.33,4
2024-08-30,5,4,49,3,64.0000000000000000,64.00,4
2024-08-30,6,1,77,3,81.6666666666666667,81.67,5
2024-08-30,6,2,26,3,43.0000000000000000,43.00,3
2024-08-30,6,3,75,3,74.0000000000000000,74.00,4
2024-08-30,6,4,99,4,84.0000000000000000,84.00,5
2024-08-30,7,1,65,3,66.6666666666666667,66.67,4
2024-08-30,7,2,24,3,72.6666666666666667,72.67,4
2024-08-30,7,3,69,3,41.6666666666666667,41.67,3
2024-08-30,7,4,32,3,58.3333333333333333,58.33,3
2024-08-30,8,1,108,5,73.3333333333333333,73.33,4
2024-08-30,8,2,101,5,70.0000000000000000,70.00,4
2024-08-30,8,3,90,4,69.3333333333333333,69.33,4
2024-08-30,8,4,98,4,53.6666666666666667,53.67,3
2024-08-30,9,1,110,5,101.3333333333333333,101.33,6
2024-08-30,9,2,23,3,33.6666666666666667,33.67,2
2024-08-30,9,3,100,5,65.6666666666666667,65.67,4
2024-08-30,9,4,44,3,72.0000000000000000,72.00,4
2024-08-30,10,1,98,4,76.3333333333333333,76.33,4
2024-08-30,10,2,76,3,70.6666666666666667,70.67,4
2024-08-30,10,3,88,4,71.3333333333333333,71.33,4
2024-08-30,10,4,62,3,68.3333333333333333,68.33,4
2024-08-30,11,1,45,3,72.0000000000000000,72.00,4
2024-08-30,11,2,24,3,35.3333333333333333,35.33,2
2024-08-30,11,3,110,5,93.3333333333333333,93.33,5
2024-08-30,11,4,90,4,91.3333333333333333,91.33,5
2024-08-30,12,1,114,5,102.6666666666666667,102.67,6
2024-08-30,12,2,96,4,80.3333333333333333,80.33,5
2024-08-30,12,3,71,3,78.0000000000000000,78.00,4
2024-08-30,12,4,40,3,63.3333333333333333,63.33,4
2024-08-30,13,1,75,3,68.0000000000000000,68.00,4
2024-08-30,13,2,100,5,111.6666666666666667,111.67,6
2024-08-30,13,3,24,3,72.6666666666666667,72.67,4
2024-08-30,13,4,87,4,72.0000000000000000,72.00,4
2024-08-30,14,1,66,3,58.0000000000000000,58.00,3
2024-08-30,14,2,28,3,66.3333333333333333,66.33,4
2024-08-30,14,3,102,5,57.6666666666666667,57.67,3
2024-08-30,14,4,116,5,65.0000000000000000,65.00,4
2024-08-30,15,1,54,3,76.3333333333333333,76.33,4
2024-08-30,15,2,97,4,76.3333333333333333,76.33,4
2024-08-30,15,3,37,3,55.0000000000000000,55.00,3
2024-08-30,15,4,118,5,85.0000000000000000,85.00,5
2024-08-30,16,1,35,3,40.3333333333333333,40.33,3
2024-08-30,16,2,64,3,81.0000000000000000,81.00,5
2024-08-30,16,3,26,3,35.6666666666666667,35.67,2
2024-08-30,16,4,63,3,51.0000000000000000,51.00,3
2024-08-30,17,1,92,4,80.6666666666666667,80.67,5
2024-08-30,17,2,52,3,66.3333333333333333,66.33,4
2024-08-30,17,3,87,4,78.6666666666666667,78.67,4
2024-08-30,17,4,41,3,56.0000000000000000,56.00,3
2024-08-30,18,1,77,3,61.0000000000000000,61.00,4
2024-08-30,18,2,91,4,80.3333333333333333,80.33,5
2024-08-30,18,3,77,3,95.6666666666666667,95.67,5
2024-08-30,18,4,76,3,97.0000000000000000,97.00,5
2024-08-30,19,1,82,4,76.0000000000000000,76.00,4
2024-08-30,19,2,46,3,39.3333333333333333,39.33,2
2024-08-30,19,3,108,5,58.6666666666666667,58.67,3
2024-08-30,19,4,100,5,95.3333333333333333,95.33,5
2024-08-30,20,1,97,4,83.6666666666666667,83.67,5
2024-08-30,20,2,67,3,63.0000000000000000,63.00,4
2024-08-30,20,3,89,4,80.3333333333333333,80.33,5
2024-08-30,20,4,112,5,82.0000000000000000,82.00,5
2024-08-30,21,1,30,3,48.3333333333333333,48.33,3
2024-08-30,21,2,113,5,86.3333333333333333,86.33,5
2024-08-30,21,3,56,3,66.0000000000000000,66.00,4
2024-08-30,21,4,112,5,74.6666666666666667,74.67,4
2024-08-30,22,1,72,3,62.0000000000000000,62.00,4
2024-08-30,22,2,38,3,62.6666666666666667,62.67,4
2024-08-30,22,3,77,3,55.6666666666666667,55.67,3
2024-08-30,22,4,38,3,57.6666666666666667,57.67,3
2024-08-30,23,1,110,5,68.6666666666666667,68.67,4
2024-08-30,23,2,53,3,37.3333333333333333,37.33,2
2024-08-30,23,3,102,5,79.6666666666666667,79.67,4
2024-08-30,23,4,46,3,73.3333333333333333,73.33,4
2024-08-31,0,1,37,3,42.6666666666666667,42.67,3
2024-08-31,0,2,115,5,75.3333333333333333,75.33,4
2024-08-31,0,3,57,3,53.6666666666666667,53.67,3
2024-08-31,0,4,29,3,30.6666666666666667,30.67,2
2024-08-31,1,1,42,3,54.0000000000000000,54.00,3
2024-08-31,1,2,98,4,103.3333333333333333,103.33,6
2024-08-31,1,3,76,3,74.6666666666666667,74.67,4
2024-08-31,1,4,39,3,33.6666666666666667,33.67,2
2024-08-31,2,1,50,3,79.6666666666666667,79.67,4
2024-08-31,2,2,99,4,65.3333333333333333,65.33,4
2024-08-31,2,3,49,3,57.0000000000000000,57.00,3
2024-08-31,2,4,89,4,73.6666666666666667,73.67,4
2024-08-31,3,1,77,3,90.0000000000000000,90.00,5
2024-08-31,3,2,51,3,39.3333333333333333,39.33,2
2024-08-31,3,3,103,5,84.6666666666666667,84.67,5
2024-08-31,3,4,59,3,66.3333333333333333,66.33,4
2024-08-31,4,1,99,4,71.3333333333333333,71.33,4
2024-08-31,4,2,103,5,81.3333333333333333,81.33,5
2024-08-31,4,3,78,3,64.6666666666666667,64.67,4
2024-08-31,4,4,107,5,91.0000000000000000,91.00,5
2024-08-31,5,1,55,3,56.3333333333333333,56.33,3
2024-08-31,5,2,26,3,71.6666666666666667,71.67,4
2024-08-31,5,3,66,3,65.0000000000000000,65.00,4
2024-08-31,5,4,69,3,60.0000000000000000,60.00,3
2024-08-31,6,1,82,4,73.0000000000000000,73.00,4
2024-08-31,6,2,86,4,78.0000000000000000,78.00,4
2024-08-31,6,3,87,4,76.6666666666666667,76.67,4
2024-08-31,6,4,24,3,62.0000000000000000,62.00,4
2024-08-31,7,1,109,5,106.3333333333333333,106.33,6
2024-08-31,7,2,79,3,88.3333333333333333,88.33,5
2024-08-31,7,3,58,3,69.3333333333333333,69.33,4
2024-08-31,7,4,104,5,97.3333333333333333,97.33,5
2024-08-31,8,1,52,3,51.6666666666666667,51.67,3
2024-08-31,8,2,72,3,47.3333333333333333,47.33,3
2024-08-31,8,3,86,4,91.3333333333333333,91.33,5
2024-08-31,8,4,33,3,75.3333333333333333,75.33,4
2024-08-31,9,1,55,3,83.0000000000000000,83.00,5
2024-08-31,9,2,25,3,53.6666666666666667,53.67,3
2024-08-31,9,3,57,3,56.3333333333333333,56.33,3
2024-08-31,9,4,92,4,82.6666666666666667,82.67,5
2024-08-31,10,1,67,3,83.6666666666666667,83.67,5
2024-08-31,10,2,88,4,86.3333333333333333,86.33,5
2024-08-31,10,3,26,3,78.3333333333333333,78.33,4
2024-08-31,10,4,114,5,78.3333333333333333,78.33,4
2024-08-31,11,1,78,3,77.3333333333333333,77.33,4
2024-08-31,11,2,117,5,73.0000000000000000,73.00,4
2024-08-31,11,3,31,3,54.0000000000000000,54.00,3
2024-08-31,11,4,35,3,51.3333333333333333,51.33,3
2024-08-31,12,1,25,3,75.0000000000000000,75.00,4
2024-08-31,12,2,114,5,106.3333333333333333,106.33,6
2024-08-31,12,3,56,3,64.0000000000000000,64.00,4
2024-08-31,12,4,66,3,64.0000000000000000,64.00,4
2024-08-31,13,1,36,3,68.6666666666666667,68.67,4
2024-08-31,13,2,54,3,64.6666666666666667,64.67,4
2024-08-31,13,3,32,3,71.6666666666666667,71.67,4
2024-08-31,13,4,54,3,53.3333333333333333,53.33,3
2024-08-31,14,1,71,3,70.3333333333333333,70.33,4
2024-08-31,14,2,66,3,68.0000000000000000,68.00,4
2024-08-31,14,3,52,3,60.0000000000000000,60.00,3
2024-08-31,14,4,89,4,84.0000000000000000,84.00,5
2024-08-31,15,1,73,3,84.3333333333333333,84.33,5
2024-08-31,15,2,86,4,63.3333333333333333,63.33,4
2024-08-31,15,3,117,5,65.0000000000000000,65.00,4
2024-08-31,15,4,66,3,74.6666666666666667,74.67,4
2024-08-31,16,1,25,3,52.6666666666666667,52.67,3
2024-08-31,16,2,100,5,78.0000000000000000,78.00,4
2024-08-31,16,3,97,4,75.3333333333333333,75.33,4
2024-08-31,16,4,81,4,50.6666666666666667,50.67,3
2024-08-31,17,1,107,5,85.3333333333333333,85.33,5
2024-08-31,17,2,70,3,75.6666666666666667,75.67,4
2024-08-31,17,3,116,5,84.6666666666666667,84.67,5
2024-08-31,17,4,113,5,88.0000000000000000,88.00,5
2024-08-31,18,1,86,4,91.6666666666666667,91.67,5
2024-08-31,18,2,37,3,37.3333333333333333,37.33,2
2024-08-31,18,3,116,5,96.3333333333333333,96.33,5
2024-08-31,18,4,55,3,38.6666666666666667,38.67,2
2024-08-31,19,1,53,3,87.3333333333333333,87.33,5
2024-08-31,19,2,67,3,85.3333333333333333,85.33,5
2024-08-31,19,3,110,5,89.6666666666666667,89.67,5
2024-08-31,19,4,33,3,48.6666666666666667,48.67,3
2024-08-31,20,1,99,4,72.0000000000000000,72.00,4
2024-08-31,20,2,48,3,45.3333333333333333,45.33,3
2024-08-31,20,3,73,3,93.6666666666666667,93.67,5
2024-08-31,20,4,112,5,74.0000000000000000,74.00,4
2024-08-31,21,1,28,3,43.6666666666666667,43.67,3
2024-08-31,21,2,35,3,64.3333333333333333,64.33,4
2024-08-31,21,3,105,5,100.6666666666666667,100.67,6
2024-08-31,21,4,112,5,86.6666666666666667,86.67,5
2024-08-31,22,1,83,4,74.6666666666666667,74.67,4
2024-08-31,22,2,41,3,63.6666666666666667,63.67,4
2024-08-31,22,3,66,3,64.0000000000000000,64.00,4
2024-08-31,22,4,38,3,59.0000000000000000,59.00,3
2024-08-31,23,1,115,5,67.6666666666666667,67.67,4
2024-08-31,23,2,24,3,47.0000000000000000,47.00,3
2024-08-31,23,3,60,3,55.6666666666666667,55.67,3
2024-08-31,23,4,29,3,72.3333333333333333,72.33,4
2024-09-01,0,1,110,5,87.6666666666666667,87.67,5
2024-09-01,0,2,92,4,74.3333333333333333,74.33,4
2024-09-01,0,3,54,3,73.6666666666666667,73.67,4
2024-09-01,0,4,91,4,76.0000000000000000,76.00,4
2024-09-01,1,1,73,3,68.0000000000000000,68.00,4
2024-09-01,1,2,99,4,92.6666666666666667,92.67,5
2024-09-01,1,3,42,3,54.0000000000000000,54.00,3
2024-09-01,1,4,78,3,70.0000000000000000,70.00,4
2024-09-01,2,1,52,3,80.0000000000000000,80.00,4
2024-09-01,2,2,41,3,47.3333333333333333,47.33,3
2024-09-01,2,3,71,3,74.0000000000000000,74.00,4
2024-09-01,2,4,70,3,88.0000000000000000,88.00,5
2024-09-01,3,1,94,4,81.0000000000000000,81.00,5
2024-09-01,3,2,32,3,57.0000000000000000,57.00,3
2024-09-01,3,3,88,4,64.3333333333333333,64.33,4
2024-09-01,3,4,42,3,78.6666666666666667,78.67,4
2024-09-01,4,1,95,4,100.3333333333333333,100.33,6
2024-09-01,4,2,69,3,73.0000000000000000,73.00,4
2024-09-01,4,3,115,5,83.0000000000000000,83.00,5
2024-09-01,4,4,75,3,59.3333333333333333,59.33,3
2024-09-01,5,1,54,3,79.3333333333333333,79.33,4
2024-09-01,5,2,118,5,84.3333333333333333,84.33,5
2024-09-01,5,3,50,3,60.3333333333333333,60.33,4
2024-09-01,5,4,69,3,73.6666666666666667,73.67,4
2024-09-01,6,1,77,3,74.0000000000000000,74.00,4
2024-09-01,6,2,45,3,81.6666666666666667,81.67,5
2024-09-01,6,3,97,4,67.3333333333333333,67.33,4
2024-09-01,6,4,20,3,70.3333333333333333,70.33,4
2024-09-01,7,1,43,3,61.6666666666666667,61.67,4
2024-09-01,7,2,113,5,82.0000000000000000,82.00,5
2024-09-01,7,3,51,3,67.3333333333333333,67.33,4
2024-09-01,7,4,88,4,66.3333333333333333,66.33,4
2024-09-01,8,1,87,4,63.0000000000000000,63.00,4
2024-09-01,8,2,106,5,61.0000000000000000,61.00,4
2024-09-01,8,3,21,3,61.3333333333333333,61.33,4
2024-09-01,8,4,116,5,65.3333333333333333,65.33,4
2024-09-01,9,1,87,4,56.3333333333333333,56.33,3
2024-09-01,9,2,76,3,87.6666666666666667,87.67,5
2024-09-01,9,3,104,5,72.0000000000000000,72.00,4
2024-09-01,9,4,21,3,73.3333333333333333,73.33,4
2024-09-01,10,1,45,3,48.0000000000000000,48.00,3
2024-09-01,10,2,119,5,92.3333333333333333,92.33,5
2024-09-01,10,3,83,4,83.0000000000000000,83.00,5
2024-09-01,10,4,42,3,43.6666666666666667,43.67,3
2024-09-01,11,1,111,5,91.3333333333333333,91.33,5
2024-09-01,11,2,98,4,97.3333333333333333,97.33,5
2024-09-01,11,3,118,5,71.0000000000000000,71.00,4
2024-09-01,11,4,28,3,56.3333333333333333,56.33,3
2024-09-01,12,1,69,3,59.6666666666666667,59.67,3
2024-09-01,12,2,38,3,29.3333333333333333,29.33,2
2024-09-01,12,3,114,5,77.6666666666666667,77.67,4
2024-09-01,12,4,46,3,79.0000000000000000,79.00,4
2024-09-01,13,1,52,3,66.0000000000000000,66.00,4
2024-09-01,13,2,35,3,65.0000000000000000,65.00,4
2024-09-01,13,3,117,5,66.6666666666666667,66.67,4
2024-09-01,13,4,106,5,65.6666666666666667,65.67,4
2024-09-01,14,1,31,3,84.6666666666666667,84.67,5
2024-09-01,14,2,48,3,60.0000000000000000,60.00,3
2024-09-01,14,3,42,3,73.0000000000000000,73.00,4
2024-09-01,14,4,61,3,70.3333333333333333,70.33,4
2024-09-01,15,1,60,3,53.6666666666666667,53.67,3
2024-09-01,15,2,81,4,57.6666666666666667,57.67,3
2024-09-01,15,3,112,5,93.6666666666666667,93.67,5
2024-09-01,15,4,113,5,90.0000000000000000,90.00,5
2024-09-01,16,1,26,3,76.3333333333333333,76.33,4
2024-09-01,16,2,73,3,81.3333333333333333,81.33,5
2024-09-01,16,3,78,3,76.6666666666666667,76.67,4
2024-09-01,16,4,77,3,69.0000000000000000,69.00,4
2024-09-01,17,1,38,3,67.6666666666666667,67.67,4
2024-09-01,17,2,109,5,64.0000000000000000,64.00,4
2024-09-01,17,3,60,3,57.3333333333333333,57.33,3
2024-09-01,17,4,79,3,80.3333333333333333,80.33,5
2024-09-01,18,1,23,3,56.6666666666666667,56.67,3
2024-09-01,18,2,107,5,82.0000000000000000,82.00,5
2024-09-01,18,3,77,3,73.3333333333333333,73.33,4
2024-09-01,18,4,81,4,72.6666666666666667,72.67,4
2024-09-01,19,1,87,4,76.0000000000000000,76.00,4
2024-09-01,19,2,63,3,56.3333333333333333,56.33,3
2024-09-01,19,3,80,4,49.3333333333333333,49.33,3
2024-09-01,19,4,67,3,63.0000000000000000,63.00,4
2024-09-01,20,1,57,3,68.0000000000000000,68.00,4
2024-09-01,20,2,48,3,54.3333333333333333,54.33,3
2024-09-01,20,3,94,4,79.6666666666666667,79.67,4
2024-09-01,20,4,77,3,57.0000000000000000,57.00,3
2024-09-01,21,1,59,3,51.3333333333333333,51.33,3
2024-09-01,21,2,35,3,66.6666666666666667,66.67,4
2024-09-01,21,3,67,3,78.6666666666666667,78.67,4
2024-09-01,21,4,84,4,65.6666666666666667,65.67,4
2024-09-01,22,1,103,5,72.3333333333333333,72.33,4
2024-09-01,22,2,38,3,71.6666666666666667,71.67,4
2024-09-01,22,3,23,3,54.3333333333333333,54.33,3
2024-09-01,22,4,85,4,77.3333333333333333,77.33,4
2024-09-01,23,1,69,3,80.6666666666666667,80.67,5
2024-09-01,23,2,114,5,79.0000000000000000,79.00,4
2024-09-01,23,3,86,4,61.0000000000000000,61.00,4
2024-09-01,23,4,78,3,66.0000000000000000,66.00,4
2024-09-02,0,1,83,4,68.3333333333333333,68.33,4
2024-09-02,0,2,67,3,59.3333333333333333,59.33,3
2024-09-02,0,3,114,5,88.6666666666666667,88.67,5
2024-09-02,0,4,56,3,55.6666666666666667,55.67,3
2024-09-02,1,1,108,5,74.6666666666666667,74.67,4
2024-09-02,1,2,48,3,76.3333333333333333,76.33,4
2024-09-02,1,3,69,3,61.6666666666666667,61.67,4
2024-09-02,1,4,98,4,101.3333333333333333,101.33,6
2024-09-02,2,1,39,3,51.0000000000000000,51.00,3
2024-09-02,2,2,59,3,80.6666666666666667,80.67,5
2024-09-02,2,3,106,5,73.0000000000000000,73.00,4
2024-09-02,2,4,102,5,88.6666666666666667,88.67,5
2024-09-02,3,1,85,4,83.3333333333333333,83.33,5
2024-09-02,3,2,89,4,62.6666666666666667,62.67,4
2024-09-02,3,3,113,5,91.3333333333333333,91.33,5
2024-09-02,3,4,106,5,62.0000000000000000,62.00,4
2024-09-02,4,1,111,5,92.6666666666666667,92.67,5
2024-09-02,4,2,26,3,56.3333333333333333,56.33,3
2024-09-02,4,3,24,3,39.3333333333333333,39.33,2
2024-09-02,4,4,52,3,60.0000000000000000,60.00,3
2024-09-02,5,1,84,4,97.6666666666666667,97.67,5
2024-09-02,5,2,60,3,74.0000000000000000,74.00,4
2024-09-02,5,3,49,3,88.0000000000000000,88.00,5
2024-09-02,5,4,85,4,60.6666666666666667,60.67,4
2024-09-02,6,1,87,4,73.3333333333333333,73.33,4
2024-09-02,6,2,32,3,53.3333333333333333,53.33,3
2024-09-02,6,3,75,3,77.3333333333333333,77.33,4
2024-09-02,6,4,81,4,74.6666666666666667,74.67,4
2024-09-02,7,1,32,3,76.3333333333333333,76.33,4
2024-09-02,7,2,81,4,70.6666666666666667,70.67,4
2024-09-02,7,3,36,3,71.3333333333333333,71.33,4
2024-09-02,7,4,86,4,71.6666666666666667,71.67,4
2024-09-02,8,1,41,3,74.0000000000000000,74.00,4
2024-09-02,8,2,88,4,102.0000000000000000,102.00,6
2024-09-02,8,3,87,4,79.6666666666666667,79.67,4
2024-09-02,8,4,39,3,55.0000000000000000,55.00,3
2024-09-02,9,1,87,4,50.0000000000000000,50.00,3
2024-09-02,9,2,71,3,72.3333333333333333,72.33,4
2024-09-02,9,3,55,3,70.0000000000000000,70.00,4
2024-09-02,9,4,105,5,64.6666666666666667,64.67,4
2024-09-02,10,1,119,5,102.0000000000000000,102.00,6
2024-09-02,10,2,65,3,72.0000000000000000,72.00,4
2024-09-02,10,3,37,3,43.3333333333333333,43.33,3
2024-09-02,10,4,110,5,83.0000000000000000,83.00,5
2024-09-02,11,1,34,3,51.0000000000000000,51.00,3
2024-09-02,11,2,20,3,52.3333333333333333,52.33,3
2024-09-02,11,3,56,3,41.0000000000000000,41.00,3
2024-09-02,11,4,30,3,52.6666666666666667,52.67,3
2024-09-02,12,1,32,3,53.6666666666666667,53.67,3
2024-09-02,12,2,38,3,60.0000000000000000,60.00,3
2024-09-02,12,3,22,3,44.0000000000000000,44.00,3
2024-09-02,12,4,108,5,70.6666666666666667,70.67,4
2024-09-02,13,1,112,5,89.0000000000000000,89.00,5
2024-09-02,13,2,103,5,86.0000000000000000,86.00,5
2024-09-02,13,3,95,4,82.6666666666666667,82.67,5
2024-09-02,13,4,93,4,74.6666666666666667,74.67,4
2024-09-02,14,1,96,4,76.6666666666666667,76.67,4
2024-09-02,14,2,90,4,74.6666666666666667,74.67,4
2024-09-02,14,3,70,3,80.3333333333333333,80.33,5
2024-09-02,14,4,40,3,50.0000000000000000,50.00,3
2024-09-02,15,1,48,3,61.0000000000000000,61.00,4
2024-09-02,15,2,111,5,85.6666666666666667,85.67,5
2024-09-02,15,3,119,5,71.0000000000000000,71.00,4
2024-09-02,15,4,22,3,52.0000000000000000,52.00,3
2024-09-02,16,1,31,3,72.0000000000000000,72.00,4
2024-09-02,16,2,78,3,65.0000000000000000,65.00,4
2024-09-02,16,3,32,3,56.0000000000000000,56.00,3
2024-09-02,16,4,69,3,58.3333333333333333,58.33,3
2024-09-02,17,1,70,3,69.3333333333333333,69.33,4
2024-09-02,17,2,95,4,68.6666666666666667,68.67,4
2024-09-02,17,3,111,5,79.6666666666666667,79.67,4
2024-09-02,17,4,100,5,102.0000000000000000,102.00,6
2024-09-02,18,1,42,3,49.3333333333333333,49.33,3
2024-09-02,18,2,80,4,88.3333333333333333,88.33,5
2024-09-02,18,3,88,4,75.3333333333333333,75.33,4
2024-09-02,18,4,43,3,43.3333333333333333,43.33,3
2024-09-02,19,1,30,3,45.3333333333333333,45.33,3
2024-09-02,19,2,53,3,64.3333333333333333,64.33,4
2024-09-02,19,3,27,3,44.6666666666666667,44.67,3
2024-09-02,19,4,98,4,73.0000000000000000,73.00,4
2024-09-02,20,1,86,4,76.3333333333333333,76.33,4
2024-09-02,20,2,92,4,86.0000000000000000,86.00,5
2024-09-02,20,3,62,3,65.0000000000000000,65.00,4
2024-09-02,20,4,58,3,79.6666666666666667,79.67,4
2024-09-02,21,1,39,3,59.6666666666666667,59.67,3
2024-09-02,21,2,72,3,56.0000000000000000,56.00,3
2024-09-02,21,3,57,3,52.6666666666666667,52.67,3
2024-09-02,21,4,119,5,69.3333333333333333,69.33,4
2024-09-02,22,1,98,4,84.0000000000000000,84.00,5
2024-09-02,22,2,87,4,85.6666666666666667,85.67,5
2024-09-02,22,3,104,5,73.0000000000000000,73.00,4
2024-09-02,22,4,49,3,83.6666666666666667,83.67,5
2024-09-02,23,1,90,4,92.6666666666666667,92.67,5
2024-09-02,23,2,53,3,54.6666666666666667,54.67,3
2024-09-02,23,3,110,5,55.6666666666666667,55.67,3
2024-09-02,23,4,114,5,88.3333333333333333,88.33,5
2024-09-03,0,1,93,4,58.2500000000000000,58.25,3
2024-09-03,0,2,87,4,78.0000000000000000,78.00,4
2024-09-03,0,3,69,3,72.2500000000000000,72.25,4
2024-09-03,0,4,69,3,87.2500000000000000,87.25,5
2024-09-03,1,1,116,5,59.5000000000000000,59.50,3
2024-09-03,1,2,104,5,84.0000000000000000,84.00,5
2024-09-03,1,3,48,3,66.7500000000000000,66.75,4
2024-09-03,1,4,63,3,63.0000000000000000,63.00,4
2024-09-03,2,1,107,5,92.5000000000000000,92.50,5
2024-09-03,2,2,115,5,91.2500000000000000,91.25,5
2024-09-03,2,3,55,3,70.0000000000000000,70.00,4
2024-09-03,2,4,76,3,79.5000000000000000,79.50,4
2024-09-03,3,1,57,3,52.2500000000000000,52.25,3
2024-09-03,3,2,82,4,48.7500000000000000,48.75,3
2024-09-03,3,3,58,3,53.0000000000000000,53.00,3
2024-09-03,3,4,85,4,60.7500000000000000,60.75,4
2024-09-03,4,1,107,5,89.2500000000000000,89.25,5
2024-09-03,4,2,28,3,70.2500000000000000,70.25,4
2024-09-03,4,3,62,3,71.2500000000000000,71.25,4
2024-09-03,4,4,118,5,104.0000000000000000,104.00,6
2024-09-03,5,1,45,3,66.0000000000000000,66.00,4
2024-09-03,5,2,64,3,89.7500000000000000,89.75,5
2024-09-03,5,3,25,3,48.0000000000000000,48.00,3
2024-09-03,5,4,96,4,85.0000000000000000,85.00,5
2024-09-03,6,1,56,3,76.5000000000000000,76.50,4
2024-09-03,6,2,28,3,71.2500000000000000,71.25,4
2024-09-03,6,3,32,3,37.2500000000000000,37.25,2
2024-09-03,6,4,114,5,79.0000000000000000,79.00,4
2024-09-03,7,1,90,4,78.0000000000000000,78.00,4
2024-09-03,7,2,61,3,51.5000000000000000,51.50,3
2024-09-03,7,3,63,3,55.7500000000000000,55.75,3
2024-09-03,7,4,109,5,75.5000000000000000,75.50,4
2024-09-03,8,1,20,3,30.0000000000000000,30.00,2
2024-09-03,8,2,26,3,62.7500000000000000,62.75,4
2024-09-03,8,3,57,3,78.2500000000000000,78.25,4
2024-09-03,8,4,72,3,64.7500000000000000,64.75,4
2024-09-03,9,1,56,3,61.0000000000000000,61.00,4
2024-09-03,9,2,40,3,75.0000000000000000,75.00,4
2024-09-03,9,3,102,5,102.7500000000000000,102.75,6
2024-09-03,9,4,114,5,58.2500000000000000,58.25,3
2024-09-03,10,1,61,3,47.7500000000000000,47.75,3
2024-09-03,10,2,89,4,76.7500000000000000,76.75,4
2024-09-03,10,3,63,3,60.5000000000000000,60.50,4
2024-09-03,10,4,39,3,60.5000000000000000,60.50,4
2024-09-03,11,1,21,3,43.2500000000000000,43.25,3
2024-09-03,11,2,23,3,47.2500000000000000,47.25,3
